,V1
AC040970.1,0
AC011676.1,0
AC011676.2,0
GPIHBP1,0
AC105219.2,0
AC105219.4,0
AC234917.2,0
AC084125.4,0
ARHGAP39,0
AF186192.2,0
AL158832.2,0
AL161725.1,0
RNU6.1327P,0
DMRT3,0
AL353614.1,0
CSNK1G2P1,0
MTCO2P11,0
GTF3AP1,0
SELENOTP1,0
RPS26P3,0
AL589678.1,0
LINC01235,0
CDCA4P1,0
AL592293.2,0
SCARNA8,0
NDUFA5P3,0
IFNA13,0
IFNA2,0
IFNA12P,0
IFNWP19,0
RN7SL151P,0
AL163192.1,0
KRT18P36,0
DDX58,0
AL589642.2,0
AL157884.2,0
AL356218.2,0
AL356489.3,0
RNU2.50P,0
YWHAZP6,0
CD72,0
DCAF10,0
FAM201A,0
AL591543.1,0
RBM17P1,0
AL773545.3,0
CNTNAP3C,0
AL391987.3,0
CR769775.2,0
AL590399.3,0
AL359955.1,0
BX284632.1,0
PRKACG,0
AL671309.1,0
HSPB1P1,0
AL135924.2,0
LINC01504,0
RPS20P24,0
LINC01474,0
AL513124.1,0
AL355674.1,0
PCA3,0
KRT18P24,0
TLE4,0
AL161912.4,0
LINC01507,0
AL390838.1,0
CDK20,0
AL353748.3,0
AL353748.1,0
NXNL2,0
AL592486.1,0
OR7E116P,0
LINC01508,0
SYK,0
AL354751.2,0
AL583839.1,0
AL358232.1,0
MIR27B,0
PTCH1,0
AL354861.3,0
AL449403.1,0
VN1R51P,0
STRA6LP,0
AL445531.1,0
HEMGN,0
RN7SKP225,0
KRT8P11,0
PPP3R2,0
RN7SKP191,0
FSD1L,0
CHCHD4P2,0
PALM2.AKAP2,0
C9orf152,0
LRRC37A5P,0
TNFSF8,0
ASTN2.AS1,0
RNY1P15,0
AL162724.1,0
AL354928.1,0
AL354710.2,0
RF00017.75,0
AL358074.1,0
AL356309.2,0
RF00019.437,0
LCN2,0
AL359091.5,0
AL356481.3,0
AL158151.3,0
AL391056.1,0
AL590369.1,0
AL158207.2,0
POMT1,0
AL358781.2,0
BARHL1,0
AL445645.1,0
AL772161.1,0
ADAMTS13,0
LINC01502,0
CCDC183.AS1,0
AJM1,0
LCNL1,0
FUT7,0
GRIN1,0
TOR4A,0
FAM157B,0
RIC8A,0
RASSF7,0
PIDD1,0
RNU6.1025P,0
AC136297.1,0
MRPL23.AS1,0
TSPAN32,0
AC131971.1,0
CARS.AS1,0
FAM86GP,0
STIM1,0
AC090587.2,0
HNRNPA1P76,0
RPS29P20,0
RRM1.AS1,0
TRIM21,0
OR52K3P,0
OR51D1,0
OR51B6,0
OR52H1,0
OR56A4,0
AC022762.2,0
CNGA4,0
AC084337.2,0
OR10A4,0
OR10A3,0
AC091053.1,0
AKIP1,0
SNORD97,0
AC124276.1,0
AC107881.1,0
AC013549.2,0
AC013549.3,0
BTBD10,0
SPON1.AS1,0
AC018523.1,0
RF00017.79,0
AC103974.1,0
AC103974.3,0
MRGPRX2,0
ANO5,0
AC107886.1,0
AC100771.2,0
AC090833.1,0
MPPED2.AS1,0
AL035078.1,0
AL049714.1,0
AL049629.1,0
APIP,0
AC087277.2,0
AC061999.1,0
AC080100.1,0
AC090458.1,0
HSD17B12,0
AC087521.3,0
ACCSL,0
AC134775.1,0
EXT2,0
CD82,0
TP53I11,0
AC044839.1,0
AC024475.4,0
AC090589.2,0
AC090559.1,0
RN7SL652P,0
OR4P4,0
OR9G1,0
SMTNL1,0
AP000662.1,0
OR9Q1,0
AP003557.2,0
GLYATL2,0
AP001636.2,0
OR4D9,0
AP000442.1,0
MS4A2,0
AP003064.2,0
AP001363.1,0
AP002990.1,0
RNU6.118P,0
AP000484.1,0
AP000753.1,0
AP000753.3,0
FERMT3,0
MIR194.2HG,0
BATF2,0
SNX15,0
TM7SF2,0
AP003068.4,0
AP000944.3,0
CDC42EP2,0
AP001107.1,0
AP001107.5,0
LRFN4,0
AP001885.3,0
AP003419.2,0
CARNS1,0
RNU6.46P,0
AC004923.2,0
AP002813.1,0
AP000439.2,0
LTO1,0
AP003555.3,0
AP003555.2,0
NADSYN1,0
AP002490.1,0
CLPB,0
AP002892.2,0
RPS12P20,0
AP002761.3,0
AP003717.2,0
RNA5SP343,0
RN7SL239P,0
SNORD15B,0
AP002815.1,0
AP001189.5,0
AP001189.1,0
GUCY2EP,0
RNU6.126P,0
AP003086.3,0
ARL6IP1P3,0
AP000793.1,0
AP001646.1,0
AP001767.1,0
CCDC83,0
RF00017.81,0
SETP17,0
AP000811.1,0
AP000676.5,0
AP005436.3,0
AP005436.1,0
AP001002.1,0
PGAM1P9,0
AP000722.1,0
DEUP1,0
RF00019.466,0
SCARNA9,0
KDM4D,0
CEP126,0
MMP20,0
MMP13,0
MTCO1P15,0
MTND2P26,0
AP002453.1,0
RDX,0
TFAMP2,0
AP002008.4,0
AP001781.1,0
C11orf52,0
TEX12,0
PLET1,0
TTC12,0
RPS29P19,0
AP000462.1,0
LINC00900,0
AP000892.1,0
AP003396.4,0
ELOCP22,0
RNU4.23P,0
AP003040.1,0
RPS26P43,0
AP002765.1,0
OR8D4,0
PANX3,0
AP000842.1,0
AP001318.1,0
KIRREL3,0
AP001783.1,0
AP001993.1,0
AP003500.1,0
TMEM45B,0
RN7SL778P,0
AP003025.1,0
PTP4A2P2,0
TUBB8,0
LINC00200,0
LINC00705,0
LINC02656,0
LINC02642,0
AL390835.1,0
AL731559.1,0
OPTN,0
RBISP1,0
AL157392.1,0
AL157392.2,0
AC044781.1,0
MINDY3,0
FTLP19,0
LINC02654,0
PTER,0
TMEM236,0
LINC02643,0
AL359697.1,0
C10orf67,0
FAM238A,0
ARMC4P1,0
LINC00837,0
MIR604,0
AL353796.1,0
AL161935.3,0
RPS24P13,0
AK3P5,0
AL353600.1,0
AL603824.1,0
TLK2P2,0
RNU6.1170P,0
ZNF32.AS1,0
ZNF32.AS2,0
AC244230.1,0
AL356056.2,0
C10orf53,0
MAPK6P6,0
RPL21P89,0
FAM21EP,0
PRKG1,0
RSU1P3,0
PRKG1.AS1,0
MBL2,0
AL353784.1,0
AC051618.1,0
LINC00845,0
LINC02625,0
AC067751.1,0
AC022022.1,0
AL513321.2,0
RF00019.488,0
LINC02622,0
UNC5B,0
EIF4A2P2,0
ANXA7,0
RPS26P41,0
AC022400.3,0
GLUD1P3,0
DUSP8P5,0
RAB5CP1,0
POLR3DP1,0
SAMD8,0
AL731568.1,0
RN7SL284P,0
RF00056,0
ZMIZ1,0
LINC02679,0
C1DP4,0
AL359195.2,0
TNPO1P1,0
GRID1,0
RN7SL733P,0
NUTM2A,0
LINC00863,0
RPS26P38,0
ATAD1,0
RNLS,0
FGFBP3,0
RF00019.497,0
AL139124.1,0
CYP2C19,0
RPL7AP52,0
PAWRP1,0
RPL7P36,0
AL133353.2,0
ENTPD7,0
RF00017.89,0
SEMA4G,0
AL133215.1,0
LZTS2,0
KCNIP2,0
RF00017.90,0
NEURL1,0
ITPRIP.AS1,0
XIAPP1,0
AL355512.1,0
AL158163.2,0
RPL13AP6,0
AL136119.1,0
VTI1A,0
AL158212.3,0
ADRB1,0
TDRD1,0
ABLIM1,0
EMX2OS,0
SNORA19,0
ATE1.AS1,0
ARMS2,0
DMBT1,0
PSTK,0
BUB3,0
FAM53B.AS1,0
ZRANB1,0
AL354950.1,0
AL157712.1,0
LINC01168,0
ADGRA1,0
SYCE1,0
AC007406.2,0
AC006205.2,0
LINC00942,0
AC005343.4,0
CACNA1C.IT2,0
RNU6.1315P,0
AC005865.1,0
PARP11,0
OTUD4P1,0
AC007207.1,0
AC005840.2,0
NCAPD2,0
AC006064.1,0
AC018653.4,0
AC006927.5,0
RF00017.93,0
RF00019.513,0
OR7E148P,0
AC141557.2,0
PRR4,0
TAS2R50,0
AC244131.2,0
AC007619.2,0
AC007619.1,0
RPL21P136,0
AC007688.2,0
HIST4H4,0
C12orf60,0
AC020613.1,0
LINC01489,0
AC073651.1,0
SLCO1A2,0
AC087318.1,0
SOX5.AS1,0
AC026310.2,0
AC024145.1,0
SMCO2,0
AC009509.1,0
AC009511.2,0
AC008011.2,0
AC009318.2,0
AC024940.4,0
AC016957.1,0
FGD4,0
AC023158.1,0
RF00414,0
AC090531.1,0
AC006197.2,0
AC079601.2,0
AC008124.1,0
KNOP1P2,0
AC025031.5,0
AC119044.1,0
AC121338.2,0
AC004801.7,0
ANP32D,0
AC125611.1,0
CERS5,0
AC008121.2,0
HIGD1C,0
RNU6.87P,0
RF00019.528,0
AC023794.1,0
OR6C75,0
AC009779.3,0
GSTP1P1,0
IKZF4,0
AC073896.4,0
NABP2,0
ARHGAP9,0
MBD6,0
SLC26A10,0
EEF1AKMT3,0
RNU6.871P,0
RXYLT1,0
AC079866.1,0
GNS,0
AC025262.1,0
RNU6ATAC42P,0
IRAK3,0
GRIP1,0
MRPL40P1,0
AC008033.1,0
PTPRB,0
AC078860.1,0
CHCHD3P2,0
LINC02444,0
PTPRQ,0
MYF5,0
AC128657.1,0
MGAT4C,0
MKRN9P,0
AC010201.3,0
AC025035.1,0
RPL21P106,0
AC124947.2,0
KRT19P2,0
AC007298.2,0
AC016152.1,0
AC126474.1,0
AC063947.1,0
NENFP2,0
AC084364.3,0
AC012555.1,0
CHST11,0
KRT18P20,0
WASHC4,0
EEF1B2P4,0
TMEM119,0
GLTP,0
RN7SL441P,0
ANKRD13A,0
AC144548.1,0
AC144522.1,0
LINC02356,0
AC004217.2,0
PTPN11,0
LINC02463,0
AC012157.1,0
LINC02457,0
AC127164.1,0
TESC.AS1,0
RN7SL508P,0
TMEM233,0
AC069209.2,0
RPL21P1,0
RF00019.551,0
AC027290.1,0
AC026362.1,0
TMED2,0
AC068790.4,0
AC122688.4,0
AC007368.1,0
LINC00943,0
AC068787.3,0
AC025252.2,0
AC130404.2,0
AC073912.3,0
AC078925.3,0
RPS6P20,0
AC117500.2,0
AC137590.2,0
AC138466.3,0
GALNT9,0
AC131212.1,0
CHFR,0
RPL23AP67,0
KRR1P1,0
RNU4.9P,0
RPS12P23,0
RNU6.59P,0
AL512484.1,0
AL157931.2,0
AL391560.2,0
AL354798.1,0
USP12.AS2,0
AL136439.1,0
PAN3.AS1,0
LINC00365,0
LINC00385,0
STARD13.IT1,0
LINC00437,0
AL354809.1,0
RLIMP1,0
CALM2P3,0
DGKH,0
FAM216B,0
AL139184.1,0
RN7SL288P,0
OR7E101P,0
RPL27AP8,0
PPP1R26P1,0
CTAGE10P,0
AL512655.1,0
SPATA2P1,0
SLC25A5P4,0
CTAGE16P,0
AL445989.1,0
RPS10P21,0
PSMD10P3,0
LINC00402,0
RIOK3P1,0
RNU6.38P,0
MYCBP2.AS1,0
MYCBP2.AS2,0
HSPD1P8,0
MTND4P1,0
AL356118.1,0
AL356737.2,0
GPC6.AS2,0
HS6ST3,0
RN7SL164P,0
STK24,0
TPP2,0
AL157769.1,0
LINC00460,0
AL157762.1,0
MYO16.AS1,0
AL356740.2,0
GRTP1.AS1,0
DCUN1D2,0
LINC00452,0
CLCP2,0
GRAMD4P3,0
ARHGAP42P4,0
AL512310.1,0
OR4K17,0
AL133371.1,0
RNASE7,0
CKAP2P1,0
OR5AU1,0
REM2,0
THTPA,0
CIDEB,0
AL132633.1,0
LINC01551,0
AL356756.1,0
AL133372.3,0
G2E3.AS1,0
RPL21P5,0
AL161665.2,0
SRP54,0
DPRXP3,0
PSMA6,0
QRSL1P3,0
NKX2.8,0
AL121790.1,0
CLEC14A,0
PPIAP4,0
AL391516.1,0
AL442163.2,0
LINC02277,0
DOCK11P1,0
AL049870.2,0
AL049870.3,0
AL121809.1,0
RPS15AP3,0
MIR548Y,0
AL591767.2,0
RN7SL3,0
AL358334.3,0
TRIM9,0
TMX1,0
AL358333.2,0
AL352979.2,0
GMFB,0
AL158801.3,0
PELI2,0
AL161757.5,0
RNU6.1204P,0
AL137100.1,0
SLC35F4,0
AL132989.2,0
AL139021.1,0
PSMA3P,0
AL132777.1,0
AL355076.3,0
AL049835.1,0
EIF2S1,0
PLEK2,0
AL049779.4,0
SMOC1,0
SLC8A3,0
ADAM21,0
KRT18P7,0
AC005225.1,0
NT5CP2,0
AC005520.3,0
AC006349.1,0
AL049780.2,0
AF111167.1,0
JDP2,0
AF111169.4,0
NGB,0
RF00404,0
ZMYND19P1,0
AC008056.3,0
AL161753.1,0
AL157688.1,0
LINC01146,0
AL049834.1,0
AL162171.3,0
AL357093.1,0
FOXN3.AS2,0
RN7SKP255,0
MOAP1,0
SERPINA10,0
SERPINA6,0
DICER1.AS1,0
LINC02318,0
AL137786.1,0
RNU6.790P,0
AL137779.3,0
MOK,0
RNU6.1316P,0
AL139300.2,0
AL132712.1,0
ADSSL1,0
AHNAK2,0
AC026495.1,0
GOLGA6L6,0
GOLGA6L1,0
NPAP1,0
AC011196.1,0
AC174469.1,0
APBA2,0
AC026150.3,0
AC091057.4,0
AC009268.2,0
FSCN1P1,0
DPH6.DT,0
AC040918.1,0
LARP4P,0
RF00017.112,0
AC109631.1,0
C15orf54,0
AC109630.1,0
AC021755.3,0
DLL4,0
AC020661.4,0
MAPKBP1,0
JMJD7,0
EHD4.AS1,0
PLA2G4E,0
BNIP3P5,0
CASC4,0
SORD,0
AC051619.1,0
AC084882.1,0
AC092078.2,0
AC092078.3,0
SLC12A1,0
AC084757.3,0
AC021752.1,0
AP4E1,0
LEO1,0
MAPK6.DT,0
AC023906.5,0
AC012378.2,0
HMGB1P33,0
AC084782.1,0
AC025271.2,0
AC090515.5,0
AC090515.4,0
AC092757.3,0
MYO1E,0
RNU6.212P,0
PIGHP1,0
AC022898.1,0
AC009554.2,0
AC032011.1,0
AC079328.1,0
AC073167.1,0
KBTBD13,0
SCARNA14,0
AC087482.1,0
HNRNPA1P5,0
FEM1B,0
ANP32A,0
AC027088.4,0
AC027237.5,0
SALRNA2,0
CT62,0
AC064799.2,0
RNU2.65P,0
AC100827.4,0
AC100835.1,0
AC105020.5,0
AC105020.4,0
AC027104.1,0
AC087465.1,0
AC060773.1,0
AC090607.4,0
AC011944.1,0
AC108451.1,0
AC023302.1,0
AC023302.2,0
AC068870.1,0
AC068870.3,0
ANP32BP3,0
ADAMTS7P1,0
AC245033.2,0
AC105339.2,0
AC024270.1,0
AC048382.1,0
AC087286.4,0
AC021739.1,0
AGBL1.AS1,0
AC103871.1,0
MESP2,0
AC091167.4,0
AC018946.1,0
MAN2A2,0
AC107958.3,0
NPM1P5,0
AC091544.2,0
LINC02207,0
AC009432.3,0
AC087633.1,0
AC027013.1,0
RF00017.122,0
AC069029.1,0
AC036108.1,0
PGPEP1L,0
AC036108.3,0
AC015660.3,0
RNU6.322P,0
AC087762.2,0
Z69890.1,0
Z98883.1,0
WDR90,0
LMF1.AS1,0
SSTR5,0
AC120498.8,0
AC120498.4,0
RPS3AP2,0
AL031708.1,0
TBL3,0
SLC9A3R2,0
ATP6V0C,0
PRSS41,0
ZNF213.AS1,0
OR2C1,0
AC007151.1,0
GLIS2.AS1,0
AC023830.1,0
GLYR1,0
AC009135.2,0
TMEM114,0
LINC02177,0
AC131649.1,0
AC131649.2,0
AC131391.1,0
AC138932.1,0
AC139256.1,0
MARF1,0
AC138969.2,0
AC009152.3,0
AC138811.1,0
AC002550.2,0
ACSM1,0
AC004381.3,0
RNU6.1005P,0
AC092119.1,0
AC009019.1,0
AC127459.3,0
AC008870.3,0
AC012317.2,0
AC133552.4,0
AQP8,0
AC093524.1,0
AC009158.1,0
AC009035.1,0
RRN3P2,0
AC009093.7,0
AC009133.4,0
AC093512.2,0
ALDOA,0
NPIPB13,0
AC135050.6,0
AC009088.1,0
AC026471.5,0
TGFB1I1,0
AC133485.6,0
AC007225.1,0
RPL23AP72,0
AC007494.1,0
AC007533.1,0
LONP2,0
RF00017.127,0
AC026470.3,0
MRPS21P8,0
AC007608.2,0
AC027688.2,0
AC009166.2,0
AC007342.7,0
AC007496.2,0
AC109462.1,0
SLC6A2,0
AC092140.2,0
MT1DP,0
AC026461.4,0
AC106779.1,0
AC092118.1,0
AC106793.1,0
AC012174.1,0
CMTM4,0
CES3,0
AC009095.1,0
PARD6A,0
ENKD1,0
AC020978.8,0
RPS12P27,0
AC020978.3,0
SMPD3,0
AC099521.1,0
RF01233.4,0
AC126773.3,0
AC099314.1,0
TANGO6,0
NFAT5,0
WWP2,0
AC012184.4,0
LINC02136,0
AC009120.5,0
PSMD7,0
AC092724.2,0
AC092134.3,0
AC009145.1,0
LINC01228,0
DYNLRB2,0
AC092135.2,0
NECAB2,0
AC022165.1,0
GSE1,0
AC092127.2,0
AC018695.4,0
AC092723.2,0
AC105429.2,0
AC092720.1,0
AC138028.4,0
AC009113.1,0
GAS8.AS1,0
AC087392.2,0
ABR,0
AC016292.1,0
AC032044.2,0
AC090617.5,0
AC090617.8,0
AC090617.7,0
TSR1,0
SNORD91B,0
RN7SL33P,0
AC005696.2,0
AC087742.1,0
KIAA0753,0
ALOX15P1,0
NEURL4,0
NLGN2,0
AC113189.1,0
FXR2,0
AC129492.8,0
PPIAP52,0
AC005695.1,0
AC005695.2,0
AC087501.3,0
RPL19P18,0
AC002347.2,0
TMEM220.AS1,0
AC015908.4,0
AC005209.1,0
ZNF18,0
AC005274.1,0
TEKT3,0
PPIAP53,0
IL6STP1,0
AC015922.1,0
AC104024.1,0
AC055811.1,0
PLD6,0
AC020558.4,0
TOM1L2,0
PRPSAP2,0
AC107982.2,0
AC025627.1,0
MTND2P12,0
KCTD9P1,0
RNU6.1057P,0
AC008088.1,0
KRT16P3,0
KRT17P6,0
AC015818.2,0
CCDC144NL,0
RNASEH1P1,0
RN7SL426P,0
RPL21P120,0
MIR4522,0
KIAA0100,0
AC010761.5,0
RF00156.18,0
SLC6A4,0
KRT17P3,0
SH3GL1P2,0
RN7SL138P,0
AC138207.9,0
AC138207.3,0
EVI2B,0
RN7SL45P,0
SH3GL1P1,0
AC116407.3,0
UBL5P2,0
AC026620.2,0
OOSP1P2,0
AC079336.2,0
AC079336.6,0
AC005549.1,0
CCL1,0
CCT6B,0
AC015849.6,0
RF00100.6,0
TBC1D3B,0
MYO19,0
GGNBP2,0
FBXO47,0
GJD3,0
AC099811.3,0
AC067852.4,0
G6PC,0
NBR2,0
MEOX1,0
NAGS,0
HDAC5,0
ASB16,0
RN7SL819P,0
RN7SL405P,0
AC091132.4,0
GOSR2,0
RN7SL270P,0
AC002558.2,0
AC018521.4,0
AC004477.2,0
HOXB1,0
AC068531.1,0
AC091133.1,0
AC091180.2,0
SAMD14,0
AC015909.4,0
AC005920.1,0
DGKE,0
RN7SL449P,0
AC004687.1,0
RNU1.85P,0
AC099850.3,0
NDUFB8P2,0
AC005746.2,0
EFCAB3,0
AC008026.3,0
RNU6.446P,0
AC005828.5,0
AC046185.2,0
FTSJ3,0
CSH2,0
PECAM1,0
AC103810.5,0
AC037487.3,0
SLC16A6P1,0
PRKCA.AS1,0
AC145343.1,0
AC007780.1,0
AC079210.1,0
ABCA10,0
CASC17,0
AC005144.1,0
AC097641.1,0
RAB37,0
AC022211.3,0
SEPT9,0
RF00019.674,0
AC111170.1,0
AC021683.6,0
LINC01973,0
TMC8,0
AC099804.1,0
ENPP7,0
AATK,0
LINC00482,0
AC145207.8,0
AC145207.7,0
DCXR.DT,0
AC124283.3,0
AC124283.2,0
ZNF750,0
METRNL,0
USP14,0
AP001011.1,0
AP000919.2,0
RN7SL39P,0
AP002478.2,0
AKAIN1,0
AP001496.2,0
ZBTB14,0
L3MBTL4,0
AP005060.1,0
AP005062.1,0
AP002414.3,0
AP002505.1,0
AP005131.7,0
POTEC,0
AP005901.1,0
AC090912.2,0
RF00019.684,0
AC011731.1,0
RF00017.141,0
AC018697.1,0
DSCAS,0
MEP1B,0
AC015563.2,0
AC007998.5,0
AC118757.1,0
AC023421.2,0
RNF165,0
AC090241.1,0
SKOR2,0
AC022919.1,0
AC100778.3,0
AC091044.1,0
AC105224.1,0
AC012433.1,0
ELAC1,0
RPL21P126,0
AC022031.1,0
BOD1L2,0
AC104971.2,0
AC010776.3,0
NFE2L3P1,0
CDH20,0
AC027514.1,0
RF00019.694,0
LINC01538,0
AC068254.1,0
TIMM21,0
LINC01922,0
DIPK1C,0
AC116003.1,0
AC027575.1,0
RBFADN,0
AC139100.1,0
AL034548.2,0
ACTG1P3,0
C20orf202,0
SIRPB2,0
SIRPG.AS1,0
AL117335.1,0
EBF4,0
CPXM1,0
TMEM239,0
SMOX,0
MCM8.AS1,0
CRLS1,0
AL118505.1,0
TARDBPP1,0
AL096799.1,0
AL161938.1,0
AL109838.1,0
AL121782.1,0
MACROD2.AS1,0
AL049794.2,0
GCNT1P1,0
LINC01747,0
KRT18P3,0
CD93,0
ACSS1,0
AL080312.2,0
XKR7,0
FO393400.1,0
BPIFB3,0
BPIFB9P,0
ZNF341,0
RF00019.706,0
FDX1P1,0
ACSS2,0
GSS,0
EDEM2,0
MIR1289.1,0
CEP250,0
FO393401.1,0
RPL36P4,0
NFS1,0
RF00019.708,0
AL121895.2,0
AL031651.1,0
AL031651.2,0
AL035251.1,0
RN7SL615P,0
FITM2,0
TTPAL,0
KCNK15,0
AL021578.1,0
WFDC10B,0
WFDC13,0
HNRNPA1P3,0
CDH22,0
AL133227.1,0
AL031666.2,0
AL035106.1,0
AL035685.1,0
RPL36P2,0
GCNT7,0
MTRNR2L3,0
AL035541.1,0
AL132655.2,0
RF02128,0
AL109840.2,0
ZNF831,0
HRH3,0
MIR1.1HG,0
AL121827.1,0
RTEL1.TNFRSF6B,0
ZBTB46.AS1,0
AL121581.2,0
PCMTD2,0
AC008977.1,0
SEPT14P19,0
MISP,0
CIRBP.AS1,0
RPS15P9,0
AC005329.3,0
PLK5,0
AC004678.1,0
AC004490.1,0
TMPRSS9,0
AC092068.1,0
AC006538.4,0
AC006538.5,0
AC006538.1,0
ZNF77,0
NCLN,0
CACTIN,0
AC027319.1,0
RPL32P34,0
CCL25,0
AC022146.2,0
MUC16,0
OR7G2,0
OR7D2,0
AC008567.1,0
TYK2,0
AC011442.1,0
ZNF442,0
ZNF799,0
AC008758.6,0
SYCE2,0
MIR5695,0
AC011446.3,0
PRKACA,0
SNRPGP15,0
AC005785.2,0
AC008894.1,0
AC008764.9,0
AC024075.1,0
SIN3B,0
AC008737.1,0
AC020908.1,0
AC010319.3,0
INSL3,0
AC005759.1,0
TMEM161A,0
MEF2B,0
AC092067.1,0
AC011477.2,0
AC006539.2,0
BNIP3P20,0
BNIP3P22,0
AC008739.3,0
AC022432.1,0
AC010615.3,0
ZNF209P,0
AC008626.1,0
AC092329.2,0
VN1R93P,0
AC139769.3,0
AC011503.1,0
ZNF254,0
LINC00662,0
AC005580.1,0
AC079466.1,0
TAF9P3,0
AC008507.1,0
AC008507.5,0
AC011504.1,0
TSHZ3,0
RPS12P31,0
AC008736.3,0
PEPD,0
UBA2,0
AD000671.2,0
AC002398.1,0
AC092296.3,0
ZNF461,0
AC012309.2,0
WDR87,0
ACTN4,0
CNTD2,0
NUMBL,0
RAB4B.EGLN2,0
CYP2A7P2,0
AC011462.4,0
AC011462.2,0
AC243960.2,0
RPS10P28,0
AC005392.2,0
L34079.3,0
KCNN4,0
ZNF284,0
CEACAM20,0
KLC3,0
DMPK,0
AC093503.3,0
PTGIR,0
AC008635.1,0
MEIS3,0
SPACA4,0
SPHK2,0
FUT2,0
AC010624.3,0
NAPSA,0
CD33,0
AC008750.4,0
NIFKP6,0
SIGLEC10,0
AC010320.2,0
ZNF880,0
AC022150.3,0
ZNF611,0
AC010487.1,0
ZNF888,0
AC010328.1,0
VN1R2,0
TPM3P6,0
PRKCG,0
AC245052.3,0
LILRB5,0
AC245884.8,0
LILRB1,0
HSPBP1,0
AC020922.2,0
AC010525.1,0
AC011506.1,0
AC006116.1,0
AC006116.10,0
AC006116.7,0
AC006115.2,0
USP29,0
ZIM3,0
ZNF460.AS1,0
AC004076.1,0
ZNF773,0
AC003682.1,0
AC010522.1,0
AC008751.2,0
RN7SL693P,0
MZF1,0
LINC00278,0
PRKY,0
DUX4L19,0
AC011751.1,0
CD24P4,0
AC145543.1,0
AP000365.1,0
AC007064.2,0
AC007666.1,0
FAM230J,0
DGCR8,0
AC007731.1,0
POM121L4P,0
RF00017.163,0
AP000553.8,0
PRAMENP,0
AP000344.2,0
AP000346.2,0
AP000350.7,0
GSTT2,0
AC253536.4,0
GGTLC4P,0
POM121L9P,0
AP000356.2,0
ARL5AP4,0
CRYBB3,0
MYO18B,0
HMGB1P10,0
Z99774.1,0
LINC02554,0
AL031186.1,0
ZMAT5,0
AC004882.3,0
OSM,0
AC004832.5,0
AC003072.1,0
EIF4HP2,0
RNU6.1128P,0
RNU6.28P,0
AL096701.1,0
SLC5A1,0
Z82196.1,0
AL022334.2,0
NDUFA9P1,0
Z95114.3,0
Z82188.2,0
PDXP,0
RN7SL385P,0
AL022322.1,0
Z98749.1,0
DDX17,0
AL021707.9,0
APOBEC3H,0
AL022238.4,0
MRTFA,0
MCHR1,0
AL035681.1,0
AL008582.1,0
WBP2NL,0
AC254562.1,0
Z97055.2,0
UPK3A,0
FAM118A,0
AL031597.1,0
Z84468.1,0
AL671710.1,0
SHANK3,0
CU639417.2,0
CU634019.1,0
FP671120.5,0
CR382287.2,0
AP000962.1,0
AL109761.1,0
LINC01684,0
DNAJC28,0
AP000317.2,0
KCNE1,0
AP000695.1,0
TTC3.AS1,0
ERG,0
AP001037.1,0
PCBP2P1,0
BRWD1.AS1,0
FAM3B,0
AP001625.2,0
MTND5P1,0
AP001505.1,0
LINC00205,0
COL18A1.AS2,0
AJ011931.1,0
RPL18AP2,0
MT.TV,0
MT.TN,0
AL831784.1,0
AL031847.2,0
CA6,0
C1orf195,0
AL590644.1,0
AL445471.2,0
AL139158.3,0
AL390839.2,0
AL603839.4,0
AL356379.1,0
AL603882.1,0
FCF1P6,0
HIGD1AP11,0
AL355483.3,0
AL035415.1,0
LINC01753,0
AC099786.3,0
DLSTP1,0
AL138799.2,0
CLCA1,0
AL355981.1,0
AL445437.1,0
AC093423.1,0
AL391497.1,0
BX005019.1,0
AC099670.2,0
LINC01307,0
VAV3.AS1,0
AL121999.1,0
ELOCP20,0
AL391557.1,0
GAPDHP32,0
RNVU1.1,0
HIST2H3C,0
RNU6.1309P,0
KRT8P28,0
LCE1A,0
LOR,0
DCST1,0
AL590666.2,0
CD1C,0
FCER1A,0
SLAMF8,0
FCGR2C,0
SPATA46,0
AL359962.3,0
LINC00970,0
MYOC,0
SLC9C2,0
OVAAL,0
AL590422.1,0
PTPRC,0
AL359834.1,0
IL20,0
AL596218.1,0
AL137789.1,0
AC092810.4,0
AL592402.1,0
AL445423.1,0
AKR1B1P1,0
AC092811.2,0
AC099066.3,0
CDKN2AIPNLP1,0
PRSS38,0
RF00432.1,0
AL122018.2,0
AL450309.1,0
AL590135.1,0
AL365366.1,0
AL606534.1,0
AL591885.1,0
C1orf100,0
LINC01743,0
AL512637.2,0
AL390728.2,0
AC092159.1,0
LINC01939,0
ALLC,0
AC082651.4,0
AC113608.1,0
AC008164.1,0
MSGN1,0
AC012593.1,0
PDSS1P2,0
AC093833.1,0
RN7SKP224,0
RPL21P33,0
AC107081.1,0
AC012368.3,0
AC007880.1,0
RN7SL211P,0
AC005234.2,0
AC007395.1,0
OR7E46P,0
AC007881.1,0
AC092604.1,0
REG1B,0
AC105053.1,0
AC114755.1,0
RGPD3,0
LINC01826,0
AC073409.1,0
ARHGAP42P2,0
MED15P5,0
KLF2P2,0
AHCYP4,0
MRPS18BP2,0
AC079248.1,0
AC023469.1,0
AC010092.1,0
AC078883.3,0
RAPGEF4.AS1,0
AC013410.1,0
AC073636.1,0
DIRC1,0
LINC01821,0
NPM1P46,0
SNORD11,0
NPM1P33,0
PPIAP68,0
CRYGA,0
PKP4P1,0
